"Country","Year","Debt","GDP1","GDP2","RGDP1","RGDP2","GDPI","Infl","Debt1","Debt2","RGDP","GDPalt","Debtalt","GDP2alt","RGDP2alt","dRGDP","debtgdp","GDP3","GNI","GDPI1","GDPI2","GDP"
"Spain",1974,673768,NA,5143100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1975,699252,NA,6038500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1976,581842,NA,7266700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1977,788981,NA,9219700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1978,1101265,NA,11284800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1979,1281912,NA,13201400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain",1980,1547443,NA,15862500,NA,307118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.422,NA
"Spain",1981,1850900,NA,17797700,NA,305865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.96,NA
"Spain",1982,2370800,NA,20467200,NA,309654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.807,NA
"Spain",1983,3029100,NA,23305000,NA,314771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.824,NA
"Spain",1984,4663800,NA,26298100,NA,320116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.493,NA
"Spain",1985,8879900,NA,29221600,NA,327676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.978,NA
"Spain",1986,11787700,NA,33454400,NA,338922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.614,NA
"Spain",1987,13560900,NA,37409000,NA,358271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.003,NA
"Spain",1988,15278100,NA,41648200,NA,377204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.436,NA
"Spain",1989,15432400,NA,46669900,NA,396079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.026,NA
"Spain",1990,17924500,NA,51982700,NA,411314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.324,NA
"Spain",1991,20515400,NA,57003500,NA,421702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.781,NA
"Spain",1992,22172300,NA,61394200,NA,425289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.387,NA
"Spain",1993,25029600,NA,63517300,NA,419702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.349,NA
"Spain",1994,32890800,NA,67554500,NA,429500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.707,NA
"Spain",1995,36287300,NA,74408700,NA,447205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"Spain",1996,41126300,NA,78842800,NA,458033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.454,NA
"Spain",1997,46764300,NA,83845400,NA,475738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.924,NA
"Spain",1998,48944500,NA,87847600,NA,496998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.55,NA
"Spain",1999,294737,NA,579942,NA,520582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.403,NA
"Spain",2000,305300,NA,630263,NA,546886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.246,NA
"Spain",2001,306922,NA,680678,NA,566820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.087,NA
"Spain",2002,311961,NA,729206,NA,582146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.262,NA
"Spain",2003,309135,NA,782929,NA,600179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.449,NA
"Spain",2004,319154,NA,841042,NA,619784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.699,NA
"Spain",2005,319162,NA,908792,NA,642192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.514,NA
"Spain",2006,312457,NA,984284,NA,667991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.35,NA
"Spain",2007,307168,NA,1052730,NA,691807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.171,NA
"Spain",2008,358425,NA,1088500,NA,697727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.007,NA
"Spain",2009,445558,NA,1047320,NA,671442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.981,NA
"Spain",2010,NA,NA,NA,NA,666452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden",1800,NA,113.32205,NA,365.76819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.98193,NA,NA
"Sweden",1801,NA,119.31773,NA,367.82407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.43881,NA,NA
"Sweden",1802,NA,125.15448,NA,388.41953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.22147,NA,NA
"Sweden",1803,NA,118.5988,NA,385.51848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76345,NA,NA
"Sweden",1804,NA,110.35507,NA,368.45065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.95111,NA,NA
"Sweden",1805,NA,122.61809,NA,391.77375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.29819,NA,NA
"Sweden",1806,NA,134.69693,NA,398.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.79607,NA,NA
"Sweden",1807,NA,140.26199,NA,388.34885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11752,NA,NA
"Sweden",1808,NA,155.86359,NA,360.45142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.24122,NA,NA
"Sweden",1809,NA,160.5379,NA,358.2573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.81078,NA,NA
"Sweden",1810,NA,169.81259,NA,388.7352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.68336,NA,NA
"Sweden",1811,NA,194.40563,NA,417.4398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.57094,NA,NA
"Sweden",1812,NA,229.69059,NA,394.82914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.17468,NA,NA
"Sweden",1813,NA,252.66676,NA,407.64541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.98199,NA,NA
"Sweden",1814,NA,253.2551,NA,418.30764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.54279,NA,NA
"Sweden",1815,NA,252.33569,NA,430.91947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.55751,NA,NA
"Sweden",1816,NA,260.99742,NA,436.95308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.73122,NA,NA
"Sweden",1817,NA,266.00285,NA,427.89456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.16551,NA,NA
"Sweden",1818,NA,282.28322,NA,430.41878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.58339,NA,NA
"Sweden",1819,NA,293.01517,NA,429.52007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.21921,NA,NA
"Sweden",1820,NA,281.17155,NA,439.38609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.99191,NA,NA
"Sweden",1821,NA,266.15476,NA,453.01481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.75189,NA,NA
"Sweden",1822,NA,259.37334,NA,463.94654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.90587,NA,NA
"Sweden",1823,NA,261.78094,NA,472.36275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.41947,NA,NA
"Sweden",1824,NA,261.57851,NA,487.69506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.63567,NA,NA
"Sweden",1825,NA,285.99184,NA,505.30105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.59831,NA,NA
"Sweden",1826,NA,300.53583,NA,503.74998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.65972,NA,NA
"Sweden",1827,NA,318.71504,NA,498.85211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.88969,NA,NA
"Sweden",1828,NA,292.35314,NA,510.57042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2601,NA,NA
"Sweden",1829,NA,293.60864,NA,518.72706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.60176,NA,NA
"Sweden",1830,NA,305.82275,NA,515.79613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2914,NA,NA
"Sweden",1831,NA,331.91645,NA,533.8369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.17563,NA,NA
"Sweden",1832,NA,337.49828,NA,523.91023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4191,NA,NA
"Sweden",1833,NA,329.35613,NA,549.69747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.91589,NA,NA
"Sweden",1834,NA,330.73571,NA,562.2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.82811,NA,NA
"Sweden",1835,NA,342.75825,NA,570.5308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.07708,NA,NA
"Sweden",1836,NA,362.4122,NA,594.81547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.92851,NA,NA
"Sweden",1837,NA,370.82436,NA,592.13759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.62469,NA,NA
"Sweden",1838,NA,379.87365,NA,585.54426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.87531,NA,NA
"Sweden",1839,NA,398.03876,NA,600.7359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.25853,NA,NA
"Sweden",1840,NA,391.04366,NA,611.51946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.94623,NA,NA
"Sweden",1841,NA,393.60251,NA,614.47076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.05553,NA,NA
"Sweden",1842,NA,395.90886,NA,590.97666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9923,NA,NA
"Sweden",1843,NA,398.07019,NA,617.0664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.51011,NA,NA
"Sweden",1844,NA,395.14039,NA,655.05134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.32205,NA,NA
"Sweden",1845,NA,396.16751,NA,667.93432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.31234,NA,NA
"Sweden",1846,NA,434.10451,NA,657.97391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.97595,NA,NA
"Sweden",1847,NA,463.93523,NA,682.04691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.02101,NA,NA
"Sweden",1848,NA,462.76423,NA,695.02543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.58235,NA,NA
"Sweden",1849,NA,457.67312,NA,721.33868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.44774,NA,NA
"Sweden",1850,NA,483.62935,NA,749.70338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.50943,NA,NA
"Sweden",1851,NA,494.35187,NA,753.12743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.63987,NA,NA
"Sweden",1852,NA,503.35881,NA,750.09246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.10624,NA,NA
"Sweden",1853,NA,531.06432,NA,765.54142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.37108,NA,NA
"Sweden",1854,NA,603.65084,NA,787.38557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.66522,NA,NA
"Sweden",1855,NA,707.73623,NA,854.47591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.82694,NA,NA
"Sweden",1856,NA,806.63193,NA,872.64233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.43557,NA,NA
"Sweden",1857,NA,867.75051,NA,903.23412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.07149,NA,NA
"Sweden",1858,NA,757.61674,NA,900.91426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.09421,NA,NA
"Sweden",1859,NA,744.44335,NA,946.0685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6881,NA,NA
"Sweden",1860,NA,777.12061,NA,975.79025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.64013,NA,NA
"Sweden",1861,NA,787.69869,NA,960.65109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.99634,NA,NA
"Sweden",1862,NA,810.84579,NA,961.27699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3509,NA,NA
"Sweden",1863,NA,833.98445,NA,1017.36575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.97489,NA,NA
"Sweden",1864,NA,822.91636,NA,1028.63489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.00082,NA,NA
"Sweden",1865,NA,830.24991,NA,1065.72935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.90439,NA,NA
"Sweden",1866,NA,823.20173,NA,1054.9552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.03191,NA,NA
"Sweden",1867,NA,862.34688,NA,1090.28624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.09362,NA,NA
"Sweden",1868,NA,831.58288,NA,992.15939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.81545,NA,NA
"Sweden",1869,NA,875.74378,NA,1057.23089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.83373,NA,NA
"Sweden",1870,NA,936.3214,NA,1218.21776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85994,NA,NA
"Sweden",1871,NA,996.13156,NA,1262.76747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8848,NA,NA
"Sweden",1872,NA,1133.31151,NA,1319.4135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8951,NA,NA
"Sweden",1873,NA,1309.97555,NA,1374.78402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.28592,NA,NA
"Sweden",1874,NA,1411.06791,NA,1434.10048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.39394,NA,NA
"Sweden",1875,NA,1360.75184,NA,1388.93018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.97122,NA,NA
"Sweden",1876,NA,1447.66627,NA,1505.11572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.18305,NA,NA
"Sweden",1877,NA,1411.52975,NA,1487.76842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.87564,NA,NA
"Sweden",1878,NA,1274.02488,NA,1424.94509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.4087,NA,NA
"Sweden",1879,NA,1257.13488,NA,1507.92492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.36853,NA,NA
"Sweden",1880,221.77,1293.47736,NA,1501.30402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.15692,NA,NA
"Sweden",1881,226.94,1355.87453,NA,1528.75478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.69143,NA,NA
"Sweden",1882,224.633,1333.58223,NA,1471.17974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.64713,NA,NA
"Sweden",1883,228.55,1394.15723,NA,1609.03423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.64559,NA,NA
"Sweden",1884,230.655,1368.22618,NA,1586.29137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.25314,NA,NA
"Sweden",1885,247.495,1350.38356,NA,1619.81332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.36662,NA,NA
"Sweden",1886,247.241,1277.15133,NA,1642.97055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.73428,NA,NA
"Sweden",1887,246.061,1219.27553,NA,1588.20583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77062,NA,NA
"Sweden",1888,267.662,1279.982,NA,1648.66403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.63753,NA,NA
"Sweden",1889,261.646,1371.19809,NA,1670.35618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.09016,NA,NA
"Sweden",1890,262.116,1425.77022,NA,1716.81622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.04734,NA,NA
"Sweden",1891,266.924,1510.85643,NA,1818.99764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.05983,NA,NA
"Sweden",1892,275.671,1526.73494,NA,1796.76909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.97113,NA,NA
"Sweden",1893,280.555,1513.75945,NA,1856.34143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.54531,NA,NA
"Sweden",1894,294.94,1505.06043,NA,1878.90111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.10323,NA,NA
"Sweden",1895,289.545,1611.44401,NA,1989.32234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00467,NA,NA
"Sweden",1896,291.188,1681.56231,NA,2055.83664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.79455,NA,NA
"Sweden",1897,289.047,1821.93133,NA,2176.03781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.72701,NA,NA
"Sweden",1898,285.337,1983.33639,NA,2294.28464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.44683,NA,NA
"Sweden",1899,319.283,2161.49413,NA,2413.59316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.55503,NA,NA
"Sweden",1900,339.354,2214.46744,NA,2429.62788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1443,NA,NA
"Sweden",1901,350.656,2176.47486,NA,2479.35081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.78406,NA,NA
"Sweden",1902,348.262,2190.69435,NA,2486.24587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.11254,NA,NA
"Sweden",1903,346.908,2404.68477,NA,2655.58698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.55191,NA,NA
"Sweden",1904,385.646,2404.61899,NA,2707.15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.82466,NA,NA
"Sweden",1905,382.598,2476.27823,NA,2701.25717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.67132,NA,NA
"Sweden",1906,422.663,2781.05175,NA,2926.47123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.03089,NA,NA
"Sweden",1907,464.359,3127.20125,NA,3182.86307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2512,NA,NA
"Sweden",1908,515.375,3065.15898,NA,3067.57061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.92138,NA,NA
"Sweden",1909,526.43,3061.03143,NA,3146.09319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.29627,NA,NA
"Sweden",1910,537.426,3269.11428,NA,3259.03675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.30922,NA,NA
"Sweden",1911,537.426,3344.23174,NA,3384.96835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.79654,NA,NA
"Sweden",1912,606.096,3605.64231,NA,3574.37918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.87464,NA,NA
"Sweden",1913,602.199,3879.7085,NA,3750.32332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.44997,NA,NA
"Sweden",1914,131,3977.10943,NA,3879.26442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.52226,NA,NA
"Sweden",1915,258.9,4676.99737,NA,3994.4734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.08671,NA,NA
"Sweden",1916,455.9,5934.17925,NA,4299.78429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.01109,NA,NA
"Sweden",1917,667.8,7055.03837,NA,4034.48434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.8684,NA,NA
"Sweden",1918,1190.7,9339.08708,NA,3898.02608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.58503,NA,NA
"Sweden",1919,1039.9,11389.5095,NA,4040.02435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.91685,NA,NA
"Sweden",1920,1078.8,12903.97195,NA,4181.95052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.56348,NA,NA
"Sweden",1921,1171,9964.08277,NA,3863.1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.92626,NA,NA
"Sweden",1922,1140.9,8593.58367,NA,4251.94624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.10941,NA,NA
"Sweden",1923,1566.4,8344.92693,NA,4424.99994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.58592,NA,NA
"Sweden",1924,1634,8847.23872,NA,4731.38022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.99065,NA,NA
"Sweden",1925,1734,9104.11763,NA,4768.52904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.92088,NA,NA
"Sweden",1926,1735.3,9265.52709,NA,5016.67439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.69461,NA,NA
"Sweden",1927,1812.8,9486.42376,NA,5233.32232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.26963,NA,NA
"Sweden",1928,1825.6,9828.93852,NA,5380.03841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.69272,NA,NA
"Sweden",1929,1835.2,10315.70018,NA,5705.82183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.79254,NA,NA
"Sweden",1930,1800.8,10416.43549,NA,5794.73045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.75703,NA,NA
"Sweden",1931,1845.6,9744.99853,NA,5716.92676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.45869,NA,NA
"Sweden",1932,2155.3,9131.48944,NA,5445.77826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.68016,NA,NA
"Sweden",1933,2358.5,9219.10719,NA,5685.45611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.15246,NA,NA
"Sweden",1934,2349,10008.26766,NA,6095.20197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.19911,NA,NA
"Sweden",1935,2487.1,10621.6854,NA,6436.81473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.01462,NA,NA
"Sweden",1936,2387.2,11207.37248,NA,6714.02733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.92474,NA,NA
"Sweden",1937,2236.8,12185.36318,NA,6907.12898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.41719,NA,NA
"Sweden",1938,2430.2,12675.64513,NA,7076.98663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.11077,NA,NA
"Sweden",1939,2633.6,13872.32043,NA,7687.74324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.44724,NA,NA
